Houshold_size,Food_safety_importance,Different_plates,Thermometer,Different_utensil,Different_cutting_boards,Not_leaving_food_out,Pork,Poultry,Beef,Sheep_Goat,Fish,Ground_Meat,Wash_Any
3,5,always,never,always,always,about half the time,0,0,0,NA,0,0,NA
2,4,always,usually,always,always,always,0,0,0,NA,NA,0,NA
2,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
3,4,always,never,always,always,sometimes,0,0,0,0,1,0,1
3,4,always,about half the time,usually,always,always,0,0,0,0,0,0,0
3,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
4,4,always,sometimes,always,always,always,0,0,0,0,1,0,1
3,5,always,always,usually,usually,about half the time,1,1,0,0,1,0,1
2,3,always,never,about half the time,always,never,0,0,0,0,0,0,0
2,4,usually,always,always,always,usually,0,0,0,0,1,0,1
6,3,always,sometimes,always,always,usually,0,0,0,NA,1,0,1
1,4,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
2,4,always,usually,always,never,about half the time,0,0,0,0,0,0,0
2,5,always,never,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,always,never,always,usually,0,0,0,0,0,0,0
1,5,always,always,always,always,usually,0,0,0,0,0,0,0
3,5,always,always,always,always,seldom,0,0,0,0,0,0,0
5,2,always,sometimes,sometimes,never,never,0,0,0,0,0,0,0
2,4,always,sometimes,always,always,always,0,0,0,0,0,0,0
2,3,always,seldom,usually,sometimes,about half the time,NA,1,0,0,0,0,1
4,4,always,sometimes,always,always,usually,1,0,0,0,1,0,1
3,4,always,usually,always,always,usually,0,0,0,0,0,0,0
2,4,always,about half the time,usually,always,usually,0,0,0,0,1,0,1
3,4,usually,sometimes,usually,usually,usually,0,1,0,0,0,0,1
2,5,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
6,4,usually,about half the time,usually,about half the time,about half the time,0,0,0,0,0,0,0
1,4,always,about half the time,seldom,never,sometimes,0,0,0,0,0,0,0
3,2,always,sometimes,always,never,never,0,0,0,NA,0,0,NA
2,5,always,usually,always,always,about half the time,0,0,0,0,0,0,0
6,5,always,usually,always,always,about half the time,NA,0,0,0,0,0,NA
4,4,always,seldom,always,always,about half the time,1,1,0,0,0,0,1
2,5,always,usually,always,always,usually,0,0,0,NA,1,0,1
2,5,always,seldom,usually,always,always,0,0,0,0,0,0,0
1,4,always,seldom,usually,always,about half the time,0,0,0,0,0,0,0
5,5,always,seldom,usually,usually,seldom,1,1,1,1,1,0,1
5,4,always,sometimes,always,usually,seldom,NA,0,0,NA,NA,0,NA
6,3,usually,never,always,always,usually,1,1,1,1,1,0,1
3,4,always,seldom,always,always,usually,0,1,0,NA,0,NA,1
2,5,always,seldom,about half the time,always,sometimes,0,0,0,NA,0,0,NA
4,3,seldom,usually,usually,about half the time,about half the time,0,0,0,0,0,0,0
4,5,always,seldom,always,always,always,0,0,0,NA,0,0,NA
1,4,never,sometimes,usually,never,about half the time,0,0,0,0,0,0,0
4,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
3,5,always,usually,always,always,usually,0,0,0,0,0,0,0
2,5,always,always,about half the time,always,usually,0,0,0,NA,0,0,NA
2,3,usually,about half the time,about half the time,always,usually,0,0,0,0,0,0,0
6,4,always,usually,always,always,about half the time,0,0,0,0,0,0,0
4,4,always,about half the time,seldom,usually,usually,0,0,0,0,1,0,1
4,4,always,always,always,always,always,0,0,0,0,0,0,0
3,5,always,sometimes,always,always,always,0,0,0,0,1,0,1
3,4,always,usually,always,always,usually,0,0,0,0,0,0,0
3,4,always,always,seldom,always,about half the time,1,0,0,NA,0,0,1
4,5,always,about half the time,usually,always,usually,0,0,0,0,0,0,0
2,2,usually,never,usually,usually,about half the time,NA,1,0,NA,0,0,1
3,4,always,usually,about half the time,always,usually,0,0,0,0,0,0,0
2,5,usually,seldom,always,always,always,1,1,1,1,1,1,1
2,5,always,usually,usually,always,usually,0,0,0,0,0,0,0
2,5,usually,usually,always,always,always,0,0,0,0,0,0,0
2,4,always,about half the time,usually,never,usually,0,0,0,0,0,0,0
2,5,always,always,always,always,usually,0,0,0,NA,0,0,NA
1,4,always,always,always,always,usually,0,0,0,0,0,0,0
2,5,always,usually,always,always,always,0,0,0,0,0,0,0
3,4,always,always,seldom,always,about half the time,0,0,0,NA,0,0,NA
2,5,always,usually,usually,always,always,0,0,0,0,NA,0,NA
4,4,always,always,usually,always,usually,0,0,0,0,0,0,0
2,4,usually,usually,always,always,usually,0,0,0,0,0,0,0
2,3,always,about half the time,usually,always,usually,0,0,0,0,0,0,0
4,4,always,about half the time,sometimes,usually,usually,0,0,0,0,0,0,0
2,3,usually,never,always,usually,sometimes,NA,0,0,NA,NA,0,NA
5,4,always,never,always,always,about half the time,0,1,1,NA,1,0,1
1,5,always,always,always,always,always,0,0,0,0,0,0,0
6,4,always,always,always,always,sometimes,1,1,1,1,1,0,1
2,4,always,usually,usually,always,usually,0,0,0,0,0,0,0
3,5,always,usually,usually,always,about half the time,0,0,0,0,0,0,0
3,5,always,usually,always,always,always,1,1,1,1,1,1,1
3,3,usually,seldom,always,always,usually,0,0,0,NA,NA,0,NA
4,5,always,never,about half the time,always,usually,0,1,0,0,1,0,1
2,4,always,usually,about half the time,always,always,0,0,0,0,0,0,0
2,5,always,always,always,always,always,0,0,0,NA,0,0,NA
2,5,always,never,always,always,sometimes,0,0,0,0,0,0,0
4,5,always,usually,usually,always,about half the time,0,0,0,NA,0,0,NA
4,5,usually,never,always,always,always,0,0,0,0,NA,0,NA
3,4,always,usually,always,always,usually,0,0,0,0,0,0,0
1,4,usually,usually,about half the time,always,sometimes,0,0,0,0,0,0,0
5,5,always,always,always,always,usually,0,0,0,NA,0,0,NA
5,5,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
1,5,usually,never,usually,always,about half the time,0,0,0,NA,0,0,NA
2,3,always,seldom,never,never,about half the time,0,0,0,0,NA,0,NA
2,5,always,always,always,always,usually,0,0,0,NA,0,0,NA
3,4,always,usually,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,never,usually,always,usually,0,0,0,0,0,0,0
2,5,always,never,seldom,always,always,0,0,0,NA,0,0,NA
1,4,always,always,never,never,seldom,NA,1,0,NA,1,0,1
3,5,always,seldom,always,always,usually,0,0,0,0,1,0,1
2,4,always,always,usually,always,about half the time,0,0,0,0,0,0,0
6,5,always,seldom,usually,always,usually,0,0,0,0,0,0,0
1,3,always,seldom,always,always,sometimes,0,0,0,0,0,0,0
5,4,always,about half the time,always,always,about half the time,0,0,1,0,0,0,1
2,5,always,always,always,always,always,0,0,0,NA,0,NA,NA
1,5,always,about half the time,always,always,always,1,1,0,NA,NA,0,1
2,5,always,always,always,always,about half the time,0,0,0,NA,1,0,1
3,5,always,sometimes,usually,always,about half the time,0,0,0,0,0,0,0
4,3,always,usually,always,always,always,0,0,0,0,0,0,0
1,5,always,always,always,always,always,0,0,0,0,0,0,0
4,3,sometimes,never,seldom,about half the time,seldom,0,0,0,0,0,0,0
2,4,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
1,3,always,never,always,always,never,NA,1,0,0,0,0,1
4,3,always,seldom,always,always,about half the time,0,0,NA,NA,0,0,NA
6,4,always,usually,always,always,always,1,1,0,NA,1,0,1
2,4,always,always,always,always,usually,0,0,0,0,0,0,0
4,3,about half the time,never,seldom,always,always,0,0,0,0,0,0,0
2,4,always,never,always,about half the time,sometimes,1,1,1,1,1,1,1
1,5,always,sometimes,always,always,usually,1,1,1,NA,1,0,1
4,4,always,seldom,always,always,usually,0,0,0,0,0,0,0
1,4,always,always,usually,always,always,0,0,0,NA,0,0,NA
2,5,always,seldom,usually,usually,about half the time,0,0,0,0,0,0,0
2,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
1,5,always,sometimes,always,always,always,0,0,0,0,1,0,1
6,3,usually,sometimes,usually,always,seldom,0,0,0,0,1,0,1
1,2,always,seldom,about half the time,usually,about half the time,0,0,0,0,0,0,0
1,4,always,usually,always,always,usually,0,0,0,0,0,0,0
2,4,always,never,usually,always,about half the time,0,0,0,0,0,0,0
2,5,usually,always,sometimes,always,about half the time,0,0,0,0,NA,0,NA
3,5,always,never,always,always,always,0,0,0,0,0,0,0
5,5,always,usually,always,always,about half the time,0,0,0,0,1,0,1
2,5,always,usually,about half the time,always,about half the time,0,0,0,0,0,0,0
3,3,always,never,sometimes,usually,usually,NA,0,0,NA,1,0,1
2,4,always,about half the time,always,always,always,1,1,1,NA,0,0,1
4,3,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
2,4,seldom,usually,sometimes,seldom,usually,0,0,0,0,0,0,0
4,2,always,always,always,always,usually,0,0,0,0,NA,0,NA
2,4,always,never,always,always,about half the time,NA,0,0,NA,0,0,NA
2,4,always,usually,about half the time,always,usually,0,0,0,0,NA,NA,NA
5,3,always,usually,always,always,never,0,0,0,0,0,0,0
3,4,always,about half the time,usually,always,always,0,0,0,0,0,0,0
1,4,always,never,always,always,about half the time,0,0,0,0,0,0,0
2,4,usually,about half the time,always,always,usually,0,0,0,0,0,0,0
5,4,always,usually,always,always,usually,0,0,0,0,1,0,1
2,5,always,always,usually,always,about half the time,0,0,0,NA,0,0,NA
1,4,always,seldom,usually,always,about half the time,0,0,0,0,0,0,0
3,4,usually,never,always,always,usually,0,0,0,0,0,0,0
2,4,usually,seldom,seldom,always,sometimes,1,1,0,0,1,0,1
6,4,always,seldom,usually,usually,sometimes,0,0,0,0,0,0,0
3,4,always,never,always,usually,always,0,0,0,0,0,0,0
5,4,always,about half the time,about half the time,always,always,0,0,0,0,1,0,1
2,5,always,never,never,always,usually,0,0,0,0,0,0,0
3,4,always,seldom,always,always,sometimes,0,0,0,0,1,0,1
2,5,always,always,usually,always,usually,0,1,0,NA,0,0,1
5,4,always,about half the time,usually,always,about half the time,0,0,0,NA,0,0,NA
2,3,always,sometimes,always,always,about half the time,0,0,0,0,0,0,0
5,5,always,sometimes,always,always,about half the time,0,0,0,NA,0,0,NA
3,3,always,always,always,always,sometimes,0,0,0,0,0,0,0
1,5,always,about half the time,always,always,usually,0,0,0,NA,0,0,NA
1,3,always,always,about half the time,seldom,seldom,0,0,0,0,0,0,0
2,5,always,usually,always,always,always,0,0,0,NA,NA,0,NA
2,4,always,seldom,always,always,always,0,0,0,0,0,0,0
4,4,always,never,always,always,usually,1,1,1,1,1,0,1
1,4,usually,sometimes,seldom,always,about half the time,0,0,0,0,0,0,0
3,4,always,never,always,always,always,0,0,0,0,1,0,1
3,4,always,usually,about half the time,usually,sometimes,0,0,0,0,0,0,0
4,4,always,sometimes,usually,usually,about half the time,0,1,0,0,1,0,1
3,5,always,about half the time,always,always,about half the time,0,0,0,NA,0,0,NA
3,4,seldom,seldom,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,sometimes,always,always,always,0,0,0,NA,0,0,NA
2,4,always,never,never,always,about half the time,0,0,0,0,0,0,0
1,3,always,usually,seldom,always,sometimes,0,0,0,NA,NA,0,NA
2,2,always,about half the time,usually,always,about half the time,1,1,1,1,1,0,1
3,5,always,usually,always,always,usually,1,1,1,1,1,0,1
2,3,always,usually,sometimes,always,usually,0,0,0,0,1,0,1
3,5,always,about half the time,always,always,usually,0,0,0,0,0,0,0
2,5,usually,always,always,always,about half the time,0,0,0,0,0,0,0
1,5,usually,sometimes,usually,always,usually,0,1,0,0,1,0,1
3,4,usually,usually,usually,usually,sometimes,0,0,0,0,0,0,0
1,3,always,usually,about half the time,about half the time,about half the time,0,0,0,0,0,0,0
4,4,always,about half the time,about half the time,always,seldom,0,0,0,0,0,0,0
4,5,always,always,always,always,always,0,0,0,0,0,0,0
2,4,usually,usually,usually,always,usually,0,NA,0,NA,0,0,NA
3,3,sometimes,never,usually,sometimes,usually,0,0,0,0,0,0,0
1,4,always,usually,always,always,usually,0,1,0,NA,NA,0,1
2,4,always,usually,always,always,sometimes,0,0,0,0,0,0,0
2,3,always,always,sometimes,always,about half the time,0,0,0,0,0,0,0
3,4,always,usually,usually,always,about half the time,0,0,0,0,0,0,0
2,4,always,always,always,always,about half the time,0,0,0,NA,0,0,NA
1,4,always,usually,seldom,seldom,about half the time,0,0,0,0,0,0,0
2,5,always,always,always,always,always,0,0,0,0,0,0,0
3,5,always,sometimes,always,always,usually,0,0,0,0,0,0,0
4,4,usually,never,about half the time,about half the time,usually,0,0,0,NA,0,0,NA
4,4,always,sometimes,always,always,usually,0,0,0,NA,NA,0,NA
3,4,usually,sometimes,sometimes,always,sometimes,0,0,0,0,0,0,0
5,5,always,never,always,always,sometimes,0,1,0,0,1,0,1
1,5,usually,always,seldom,usually,usually,0,0,0,0,0,0,0
2,5,always,about half the time,always,always,about half the time,0,1,0,0,1,0,1
4,4,always,never,never,always,seldom,0,0,0,0,0,0,0
4,5,about half the time,seldom,usually,always,about half the time,0,0,0,0,0,0,0
4,5,always,usually,always,always,always,0,0,0,0,0,0,0
3,5,always,usually,always,always,always,0,0,0,0,0,0,0
3,4,always,seldom,always,always,never,0,0,0,0,0,0,0
2,5,always,usually,always,always,sometimes,0,0,0,0,0,0,0
3,3,usually,always,sometimes,always,about half the time,1,0,1,0,0,0,1
5,4,always,seldom,seldom,sometimes,usually,1,1,0,0,1,0,1
6,3,sometimes,about half the time,always,always,sometimes,0,0,0,0,0,0,0
2,5,always,about half the time,usually,always,about half the time,0,0,0,NA,0,0,NA
3,5,always,always,always,always,usually,0,0,0,NA,1,0,1
2,4,always,seldom,usually,always,about half the time,0,0,0,0,0,0,0
3,5,always,usually,always,always,always,NA,0,0,NA,NA,0,NA
2,5,always,sometimes,always,always,usually,0,0,0,0,0,0,0
1,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
4,3,always,never,always,always,usually,0,0,0,NA,0,0,NA
2,4,always,never,always,always,about half the time,1,1,NA,NA,1,NA,1
2,4,always,never,always,always,always,NA,0,0,NA,NA,0,NA
4,4,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
1,5,always,usually,always,always,usually,0,0,0,NA,0,NA,NA
4,4,always,usually,always,always,usually,0,0,0,NA,0,0,NA
1,4,always,about half the time,always,always,seldom,1,1,1,1,1,0,1
4,5,always,usually,about half the time,always,usually,0,0,0,0,0,0,0
3,4,always,usually,sometimes,always,never,0,0,0,0,0,0,0
3,4,always,usually,usually,always,about half the time,0,0,0,NA,0,0,NA
1,3,usually,never,always,usually,usually,0,1,0,0,0,0,1
4,5,usually,seldom,always,always,always,0,0,0,0,0,0,0
4,4,always,always,always,always,usually,0,0,0,0,0,0,0
1,3,about half the time,usually,about half the time,about half the time,seldom,0,0,0,0,1,0,1
1,4,always,seldom,always,always,always,1,1,0,NA,1,0,1
5,2,about half the time,usually,usually,about half the time,seldom,0,0,0,0,0,0,0
3,5,always,always,always,always,always,0,0,0,0,0,0,0
4,4,always,seldom,always,always,sometimes,0,0,0,0,1,0,1
5,5,always,never,always,always,always,1,1,1,1,1,1,1
4,5,always,usually,always,always,always,0,0,0,0,0,0,0
1,4,always,seldom,always,always,usually,0,0,0,0,0,0,0
1,4,always,sometimes,seldom,usually,about half the time,1,1,1,NA,1,0,1
6,4,usually,seldom,seldom,always,seldom,0,0,0,0,0,0,0
1,4,always,sometimes,about half the time,never,usually,NA,NA,NA,NA,0,0,NA
2,4,always,about half the time,about half the time,usually,usually,0,0,0,NA,NA,0,NA
4,5,always,usually,always,always,always,0,0,0,0,0,0,0
3,3,usually,usually,about half the time,seldom,sometimes,0,0,0,0,0,0,0
1,4,always,always,never,always,usually,0,1,0,0,1,0,1
4,5,always,sometimes,about half the time,always,about half the time,0,1,0,NA,NA,0,1
4,4,usually,never,about half the time,usually,always,0,0,0,0,0,0,0
4,4,always,sometimes,usually,always,usually,0,0,0,NA,0,0,NA
4,4,always,sometimes,always,usually,sometimes,0,0,0,0,0,0,0
4,4,always,sometimes,usually,always,usually,1,1,0,0,1,0,1
2,4,always,about half the time,always,always,usually,0,1,0,0,1,0,1
3,4,always,usually,always,always,sometimes,0,0,0,0,0,0,0
3,4,usually,sometimes,always,always,sometimes,0,0,0,0,0,0,0
3,4,always,usually,always,always,about half the time,0,0,0,0,1,0,1
1,5,always,always,always,always,usually,0,0,0,0,0,0,0
2,4,always,never,always,always,about half the time,0,0,0,0,0,0,0
2,4,always,sometimes,about half the time,always,about half the time,0,1,0,NA,1,0,1
1,5,always,always,always,always,always,0,0,0,0,0,0,0
1,4,always,seldom,seldom,always,about half the time,0,0,0,0,0,0,0
1,3,always,never,sometimes,always,usually,0,0,0,0,0,0,0
2,4,sometimes,seldom,about half the time,always,usually,0,0,0,0,0,0,0
4,3,usually,about half the time,about half the time,usually,about half the time,0,0,0,0,0,0,0
4,3,always,never,always,about half the time,always,0,0,NA,NA,1,1,1
4,5,usually,always,always,usually,usually,1,1,0,0,1,0,1
4,4,always,sometimes,always,usually,sometimes,0,0,0,0,0,0,0
2,4,usually,about half the time,usually,usually,about half the time,0,0,0,0,0,0,0
2,4,always,never,always,always,about half the time,0,1,0,1,0,0,1
2,5,always,never,always,always,always,0,0,0,0,0,0,0
2,4,always,about half the time,usually,always,usually,0,0,0,NA,0,0,NA
3,5,always,never,always,always,about half the time,0,0,0,0,0,0,0
5,4,always,seldom,usually,always,usually,0,0,0,0,0,0,0
2,5,always,never,always,always,always,0,0,0,0,0,0,0
4,4,always,never,always,always,about half the time,0,0,0,0,0,0,0
2,2,usually,never,seldom,usually,about half the time,NA,0,0,0,0,0,NA
2,5,always,always,always,always,always,0,0,NA,NA,NA,0,NA
3,3,always,usually,always,always,seldom,0,0,0,0,0,0,0
2,3,usually,seldom,usually,always,sometimes,0,0,0,0,1,0,1
2,3,usually,about half the time,usually,always,usually,0,0,0,NA,0,0,NA
1,5,always,always,always,always,usually,0,0,0,0,0,0,0
2,4,always,always,sometimes,always,about half the time,0,0,0,0,0,0,0
1,5,always,seldom,always,always,usually,0,0,0,0,0,0,0
2,4,always,usually,usually,usually,about half the time,0,0,0,0,1,NA,1
2,4,usually,always,always,always,sometimes,0,0,0,0,1,0,1
1,5,always,sometimes,always,always,always,0,0,0,NA,0,0,NA
4,4,usually,usually,usually,always,seldom,0,0,0,NA,1,0,1
2,5,usually,seldom,always,always,always,0,1,0,0,0,0,1
3,4,always,about half the time,sometimes,always,usually,0,0,0,0,0,0,0
3,3,usually,about half the time,about half the time,usually,about half the time,0,0,0,0,0,0,0
3,4,sometimes,seldom,usually,about half the time,about half the time,0,0,0,NA,NA,0,NA
2,4,always,never,usually,always,about half the time,0,0,0,0,0,0,0
3,4,always,sometimes,seldom,seldom,seldom,0,0,0,0,1,0,1
1,5,always,never,always,always,about half the time,0,0,0,0,0,0,0
2,2,always,seldom,usually,always,about half the time,0,0,0,NA,NA,0,NA
2,4,usually,never,always,usually,usually,0,0,0,0,0,0,0
3,4,always,always,always,always,about half the time,0,0,0,0,0,0,0
4,4,always,always,always,never,about half the time,0,0,0,NA,0,0,NA
5,4,usually,about half the time,about half the time,always,usually,0,0,0,0,0,0,0
5,4,usually,always,always,usually,about half the time,0,0,0,0,0,0,0
2,5,usually,seldom,about half the time,always,usually,0,0,0,0,0,0,0
2,5,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
2,4,always,seldom,sometimes,always,about half the time,0,0,0,0,0,0,0
5,4,always,seldom,about half the time,usually,about half the time,0,0,0,0,0,0,0
3,4,always,about half the time,usually,always,usually,0,0,0,0,0,0,0
